recordings with the correct label but longer than 1 are:                                                                   sequence_num labels  length_s
                C1-2_file_1_405_(2013_06_11-05_37_16)_BSWMUW29297 - Copy - Copy_GWS_015          GWS  0.347619
                C1-2_file_1_390_(2013_06_11-05_15_32)_BSWMUW29297 - Copy - Copy_GWS_148          GWS  0.212381
                        C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy_C3_059           C3  0.201497
                 C1-2_file_1_622_(2013_06_11-15_13_51)_BSWMUW29297 - Copy - Copy_C3_034           C3  0.150884
                        C1-2_file_1_488_(2013_06_11-08_01_46)_BSWMUW29297 - Copy_C2_023           C2  0.069932
                       C1-2_file_1_390_(2013_06_11-05_15_32)_BSWMUW29297 - Copy_GWS_037          GWS  0.240907
                 C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy - Copy_C3_051           C3  0.259274
                 C1-2_file_1_405_(2013_06_11-05_37_16)_BSWMUW29297 - Copy - Copy_C3_014           C3  0.112698
                      C1-2_file_1_390_(2013_06_11-05_15_32)_BSWMUW29297 - Copy_GWHS_190         GWHS  0.197415
                        C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy_C2_018           C2  0.098685
          C1-2_file_1_650_(2013_06_11-16_32_18)_BSWMUW29297 - Copy - Copy - Copy_C3_011           C3  0.092880
                       C1-2_file_1_449_(2013_06_11-06_45_31)_BSWMUW29297 - Copy_GWS_023          GWS  0.124762
          C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy - Copy - Copy_C3_048           C3  0.150476
                 C1-2_file_1_622_(2013_06_11-15_13_51)_BSWMUW29297 - Copy - Copy_C2_018           C2  0.081723
                       C1-2_file_1_473_(2013_06_11-07_28_13)_BSWMUW29297 - Copy_GWS_009          GWS  0.206077
          C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy - Copy - Copy_C3_033           C3  0.081043
                 C1-2_file_1_392_(2013_06_11-05_21_45)_BSWMUW29297 - Copy - Copy_C5_077           C5  0.377959
                C1-2_file_1_390_(2013_06_11-05_15_32)_BSWMUW29297 - Copy - Copy_GWS_037          GWS  0.240907
                       C1-2_file_1_396_(2013_06_11-05_26_21)_BSWMUW29297 - Copy_GWS_024          GWS  0.628571
                 C1-2_file_1_393_(2013_06_11-05_23_53)_BSWMUW29297 - Copy - Copy_C3_012           C3  0.153379
                        C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy_C2_034           C2  0.100952
        C1-2_file_1_390_(2013_06_11-05_15_32)_BSWMUW29297 - Copy - Copy - Copy_GWHS_190         GWHS  0.197415
                 C1-2_file_1_579_(2013_06_11-11_06_29)_BSWMUW29297 - Copy - Copy_C3_042           C3  0.182358
                 C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy - Copy_C4_056           C4  0.173152
          C1-2_file_1_390_(2013_06_11-05_15_32)_BSWMUW29297 - Copy - Copy - Copy_C3_139           C3  0.163719
          C1-2_file_1_601_(2013_06_11-12_48_44)_BSWMUW29297 - Copy - Copy - Copy_C2_017           C2  0.108345
                        C1-2_file_1_650_(2013_06_11-16_32_18)_BSWMUW29297 - Copy_C4_024           C4  0.301859
                       C1-2_file_1_396_(2013_06_11-05_26_21)_BSWMUW29297 - Copy_GW3_005          GW3  0.536054
         C1-2_file_1_396_(2013_06_11-05_26_21)_BSWMUW29297 - Copy - Copy - Copy_GWS_039          GWS  0.403719
         C1-2_file_1_405_(2013_06_11-05_37_16)_BSWMUW29297 - Copy - Copy - Copy_GWS_015          GWS  0.347619
                 C1-2_file_1_475_(2013_06_11-07_41_04)_BSWMUW29297 - Copy - Copy_C2_004           C2  0.087029
                       C1-2_file_1_390_(2013_06_11-05_15_32)_BSWMUW29297 - Copy_GWS_148          GWS  0.212381
                        C1-2_file_1_494_(2013_06_11-08_18_28)_BSWMUW29297 - Copy_C4_013           C4  0.095011
                 C1-2_file_1_660_(2013_06_11-17_06_37)_BSWMUW29297 - Copy - Copy_C2_011           C2  0.499229
                        C1-2_file_1_493_(2013_06_11-08_15_50)_BSWMUW29297 - Copy_C3_026           C3  0.141859
                        C1-2_file_1_578_(2013_06_11-11_04_56)_BSWMUW29297 - Copy_C5_007           C5  0.411973
                 C1-2_file_1_650_(2013_06_11-16_32_18)_BSWMUW29297 - Copy - Copy_C3_037           C3  0.154240
                 C1-2_file_1_396_(2013_06_11-05_26_21)_BSWMUW29297 - Copy - Copy_C4_010           C4  0.446259
          C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy - Copy - Copy_C3_025           C3  0.260317
                C1-2_file_1_390_(2013_06_11-05_15_32)_BSWMUW29297 - Copy - Copy_GW2_036          GW2  0.376009
                        C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy_C5_083           C5  0.481224
                 C1-2_file_1_494_(2013_06_11-08_18_28)_BSWMUW29297 - Copy - Copy_C5_022           C5  0.339501
          C1-2_file_1_650_(2013_06_11-16_32_18)_BSWMUW29297 - Copy - Copy - Copy_C4_020           C4  0.314512
                 C1-2_file_1_400_(2013_06_11-05_31_00)_BSWMUW29297 - Copy - Copy_C2_007           C2  0.145850
         C1-2_file_1_390_(2013_06_11-05_15_32)_BSWMUW29297 - Copy - Copy - Copy_GWS_147          GWS  0.336009
          C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy - Copy - Copy_C3_072           C3  0.150884
          C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy - Copy - Copy_C2_005           C2  0.065805
               C1-2_file_1_493_(2013_06_11-08_15_50)_BSWMUW29297 - Copy - Copy_GWHS_049         GWHS  0.319320
                 C1-2_file_1_493_(2013_06_11-08_15_50)_BSWMUW29297 - Copy - Copy_C4_031           C4  0.186803
                 C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy - Copy_C3_024           C3  0.239773
          C1-2_file_1_488_(2013_06_11-08_01_46)_BSWMUW29297 - Copy - Copy - Copy_C4_007           C4  0.240590
          C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy - Copy - Copy_C2_013           C2  0.052200
                 C1-2_file_1_578_(2013_06_11-11_04_56)_BSWMUW29297 - Copy - Copy_C5_007           C5  0.411973
          C1-2_file_1_407_(2013_06_11-05_39_02)_BSWMUW29297 - Copy - Copy - Copy_C2_004           C2  0.229297
                        C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy_C3_014           C3  0.228299
         C1-2_file_1_392_(2013_06_11-05_21_45)_BSWMUW29297 - Copy - Copy - Copy_GWS_020          GWS  0.112200
        C1-2_file_1_493_(2013_06_11-08_15_50)_BSWMUW29297 - Copy - Copy - Copy_GWHS_049         GWHS  0.319320
                 C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy - Copy_C2_136           C2  0.089116
          C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy - Copy - Copy_C2_033           C2  0.076417
                       C1-2_file_1_475_(2013_06_11-07_41_04)_BSWMUW29297 - Copy_GW3_005          GW3  0.268753
                        C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy_C3_051           C3  0.259274
                 C1-2_file_1_494_(2013_06_11-08_18_28)_BSWMUW29297 - Copy - Copy_C5_034           C5  0.278594
          C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy - Copy - Copy_C3_048           C3  0.248934
               C1-2_file_1_490_(2013_06_11-08_06_33)_BSWMUW29297 - Copy - Copy_GWHM_002         GWHM  0.377324
                C1-2_file_1_392_(2013_06_11-05_21_45)_BSWMUW29297 - Copy - Copy_GWS_020          GWS  0.112200
                        C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy_C5_044           C5  0.336327
          C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy - Copy - Copy_C4_063           C4  0.214785
                        C1-2_file_1_722_(2013_06_11-19_35_04)_BSWMUW29297 - Copy_C4_002           C4  0.420680
                        C1-2_file_1_650_(2013_06_11-16_32_18)_BSWMUW29297 - Copy_C2_015           C2  0.092880
                        C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy_C4_056           C4  0.173152
         C1-2_file_1_342_(2013_06_11-01_06_06)_BSWMUW29297 - Copy - Copy - Copy_GW2_002          GW2  0.592608
                       C1-2_file_1_390_(2013_06_11-05_15_32)_BSWMUW29297 - Copy_GW2_036          GW2  0.376009
                C1-2_file_1_342_(2013_06_11-01_06_06)_BSWMUW29297 - Copy - Copy_GW2_002          GW2  0.592608
                 C1-2_file_1_493_(2013_06_11-08_15_50)_BSWMUW29297 - Copy - Copy_C3_036           C3  0.073696
          C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy - Copy - Copy_C3_029           C3  0.225170
                 C1-2_file_1_488_(2013_06_11-08_01_46)_BSWMUW29297 - Copy - Copy_C2_023           C2  0.069932
          C1-2_file_1_390_(2013_06_11-05_15_32)_BSWMUW29297 - Copy - Copy - Copy_C4_149           C4  0.191474
          C1-2_file_1_475_(2013_06_11-07_41_04)_BSWMUW29297 - Copy - Copy - Copy_C2_004           C2  0.087029
                 C1-2_file_1_396_(2013_06_11-05_26_21)_BSWMUW29297 - Copy - Copy_C3_040           C3  0.149660
                 C1-2_file_1_154_(2013_06_10-14_49_45)_BSWMUW29297 - Copy - Copy_C2_023           C2  0.071610
                        C1-2_file_1_660_(2013_06_11-17_06_37)_BSWMUW29297 - Copy_C3_021           C3  0.100408
         C1-2_file_1_390_(2013_06_11-05_15_32)_BSWMUW29297 - Copy - Copy - Copy_GW2_036          GW2  0.376009
         C1-2_file_1_488_(2013_06_11-08_01_46)_BSWMUW29297 - Copy - Copy - Copy_GWS_033          GWS  0.145170
                 C1-2_file_1_650_(2013_06_11-16_32_18)_BSWMUW29297 - Copy - Copy_C3_034           C3  0.162494
          C1-2_file_1_601_(2013_06_11-12_48_44)_BSWMUW29297 - Copy - Copy - Copy_C6_016           C6  0.514376
                        C1-2_file_1_390_(2013_06_11-05_15_32)_BSWMUW29297 - Copy_C2_146           C2  0.115374
                 C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy - Copy_C4_063           C4  0.214785
                 C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy - Copy_C3_048           C3  0.248934
         C1-2_file_1_393_(2013_06_11-05_23_53)_BSWMUW29297 - Copy - Copy - Copy_GWS_022          GWS  0.114830
                     C1-2_file_1_1123_(2013_06_12-17_20_04)_BSWMUW29297 - Copy_HTC2_016         HTC2  0.975238
                C1-2_file_1_390_(2013_06_11-05_15_32)_BSWMUW29297 - Copy - Copy_GWS_147          GWS  0.336009
                 C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy - Copy_C2_031           C2  0.075918
          C1-2_file_1_493_(2013_06_11-08_15_50)_BSWMUW29297 - Copy - Copy - Copy_C3_026           C3  0.141859
        C1-2_file_1_601_(2013_06_11-12_48_44)_BSWMUW29297 - Copy - Copy - Copy_GWHS_028         GWHS  0.308571
                        C1-2_file_1_488_(2013_06_11-08_01_46)_BSWMUW29297 - Copy_C4_007           C4  0.240590
                 C1-2_file_1_601_(2013_06_11-12_48_44)_BSWMUW29297 - Copy - Copy_C2_003           C2  0.106032
                 C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy - Copy_C2_135           C2  0.113016
                        C1-2_file_1_601_(2013_06_11-12_48_44)_BSWMUW29297 - Copy_C5_023           C5  0.324263
         C1-2_file_1_601_(2013_06_11-12_48_44)_BSWMUW29297 - Copy - Copy - Copy_GWS_018          GWS  0.238005
                        C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy_C2_017           C2  0.058050
                 C1-2_file_1_578_(2013_06_11-11_04_56)_BSWMUW29297 - Copy - Copy_C3_003           C3  0.050204
                 C1-2_file_1_493_(2013_06_11-08_15_50)_BSWMUW29297 - Copy - Copy_C3_023           C3  0.155147
        C1-2_file_1_381_(2013_06_11-05_04_46)_BSWMUW29297 - Copy - Copy - Copy_GWHS_001         GWHS  0.161678
         C1-2_file_1_396_(2013_06_11-05_26_21)_BSWMUW29297 - Copy - Copy - Copy_GWS_020          GWS  0.278231
                 C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy - Copy_C3_025           C3  0.260317
                 C1-2_file_1_407_(2013_06_11-05_39_02)_BSWMUW29297 - Copy - Copy_C2_004           C2  0.229297
                      C1-2_file_1_601_(2013_06_11-12_48_44)_BSWMUW29297 - Copy_GWHS_028         GWHS  0.308571
                 C1-2_file_1_722_(2013_06_11-19_35_04)_BSWMUW29297 - Copy - Copy_C4_011           C4  0.252562
                 C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy - Copy_C3_072           C3  0.150884
          C1-2_file_1_405_(2013_06_11-05_37_16)_BSWMUW29297 - Copy - Copy - Copy_C3_004           C3  0.122358
                 C1-2_file_1_390_(2013_06_11-05_15_32)_BSWMUW29297 - Copy - Copy_C3_131           C3  0.211927
                        C1-2_file_1_599_(2013_06_11-12_47_31)_BSWMUW29297 - Copy_C3_001           C3  0.122494
          C1-2_file_1_578_(2013_06_11-11_04_56)_BSWMUW29297 - Copy - Copy - Copy_C5_002           C5  0.235329
                        C1-2_file_1_578_(2013_06_11-11_04_56)_BSWMUW29297 - Copy_C3_003           C3  0.050204
              C1-2_file_1_634_(2013_06_11-15_36_01)_BSWMUW29297 - Copy_unidentified_001 unidentified  0.269841
                 C1-2_file_1_228_(2013_06_10-17_31_36)_BSWMUW29297 - Copy - Copy_C3_002           C3  0.116145
                        C1-2_file_1_493_(2013_06_11-08_15_50)_BSWMUW29297 - Copy_C3_029           C3  0.075193
                 C1-2_file_1_493_(2013_06_11-08_15_50)_BSWMUW29297 - Copy - Copy_C3_035           C3  0.065578
          C1-2_file_1_403_(2013_06_11-05_35_00)_BSWMUW29297 - Copy - Copy - Copy_C5_004           C5  0.776009
                       C1-2_file_1_390_(2013_06_11-05_15_32)_BSWMUW29297 - Copy_GWS_147          GWS  0.336009
                 C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy - Copy_C2_033           C2  0.076417
                        C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy_C4_051           C4  0.229433
          C1-2_file_1_393_(2013_06_11-05_23_53)_BSWMUW29297 - Copy - Copy - Copy_C6_011           C6  0.891111
                       C1-2_file_1_392_(2013_06_11-05_21_45)_BSWMUW29297 - Copy_GWS_020          GWS  0.112200
                        C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy_C3_048           C3  0.248934
         C1-2_file_1_650_(2013_06_11-16_32_18)_BSWMUW29297 - Copy - Copy - Copy_GWS_004          GWS  0.179592
          C1-2_file_1_601_(2013_06_11-12_48_44)_BSWMUW29297 - Copy - Copy - Copy_C4_013           C4  0.253968
                        C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy_C4_063           C4  0.214785
               C1-2_file_1_396_(2013_06_11-05_26_21)_BSWMUW29297 - Copy - Copy_GWHS_007         GWHS  0.468707
          C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy - Copy - Copy_C4_056           C4  0.173152
          C1-2_file_1_400_(2013_06_11-05_31_00)_BSWMUW29297 - Copy - Copy - Copy_C2_007           C2  0.145850
                 C1-2_file_1_390_(2013_06_11-05_15_32)_BSWMUW29297 - Copy - Copy_C2_146           C2  0.115374
          C1-2_file_1_393_(2013_06_11-05_23_53)_BSWMUW29297 - Copy - Copy - Copy_C3_013           C3  0.155737
                       C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy_GW2_019          GW2  0.388889
         C1-2_file_1_390_(2013_06_11-05_15_32)_BSWMUW29297 - Copy - Copy - Copy_GWS_148          GWS  0.212381
          C1-2_file_1_488_(2013_06_11-08_01_46)_BSWMUW29297 - Copy - Copy - Copy_C2_023           C2  0.069932
          C1-2_file_1_396_(2013_06_11-05_26_21)_BSWMUW29297 - Copy - Copy - Copy_C3_023           C3  0.165306
                      C1-2_file_1_473_(2013_06_11-07_28_13)_BSWMUW29297 - Copy_GWHS_015         GWHS  0.182902
                        C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy_C4_030           C4  0.252381
          C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy - Copy - Copy_C5_060           C5  0.190794
          C1-2_file_1_390_(2013_06_11-05_15_32)_BSWMUW29297 - Copy - Copy - Copy_C3_045           C3  0.145578
                 C1-2_file_1_494_(2013_06_11-08_18_28)_BSWMUW29297 - Copy - Copy_C3_010           C3  0.076916
                        C1-2_file_1_396_(2013_06_11-05_26_21)_BSWMUW29297 - Copy_C3_023           C3  0.165306
          C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy - Copy - Copy_C5_083           C5  0.481224
          C1-2_file_1_660_(2013_06_11-17_06_37)_BSWMUW29297 - Copy - Copy - Copy_C3_036           C3  0.163492
                        C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy_C3_025           C3  0.260317
         C1-2_file_1_390_(2013_06_11-05_15_32)_BSWMUW29297 - Copy - Copy - Copy_GWS_037          GWS  0.240907
          C1-2_file_1_601_(2013_06_11-12_48_44)_BSWMUW29297 - Copy - Copy - Copy_C3_002           C3  0.136372
                        C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy_C3_072           C3  0.150884
                C1-2_file_1_396_(2013_06_11-05_26_21)_BSWMUW29297 - Copy - Copy_GW3_005          GW3  0.536054
         C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy - Copy - Copy_GWS_015          GWS  0.092880
                       C1-2_file_1_488_(2013_06_11-08_01_46)_BSWMUW29297 - Copy_GWS_019          GWS  0.165442
                 C1-2_file_1_579_(2013_06_11-11_06_29)_BSWMUW29297 - Copy - Copy_C3_041           C3  0.183583
          C1-2_file_1_392_(2013_06_11-05_21_45)_BSWMUW29297 - Copy - Copy - Copy_C5_077           C5  0.377959
                        C1-2_file_1_396_(2013_06_11-05_26_21)_BSWMUW29297 - Copy_C2_019           C2  0.118050
          C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy - Copy - Copy_C2_134           C2  0.079819
          C1-2_file_1_650_(2013_06_11-16_32_18)_BSWMUW29297 - Copy - Copy - Copy_C3_028           C3  0.210567
                        C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy_C3_021           C3  0.318005
                 C1-2_file_1_650_(2013_06_11-16_32_18)_BSWMUW29297 - Copy - Copy_C3_014           C3  0.190340
                        C1-2_file_1_601_(2013_06_11-12_48_44)_BSWMUW29297 - Copy_C4_015           C4  0.236372
          C1-2_file_1_396_(2013_06_11-05_26_21)_BSWMUW29297 - Copy - Copy - Copy_C2_019           C2  0.118050
                        C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy_C2_033           C2  0.076417
                C1-2_file_1_396_(2013_06_11-05_26_21)_BSWMUW29297 - Copy - Copy_GWS_024          GWS  0.628571
                 C1-2_file_1_488_(2013_06_11-08_01_46)_BSWMUW29297 - Copy - Copy_C4_007           C4  0.240590
                 C1-2_file_1_144_(2013_06_10-13_50_53)_BSWMUW29297 - Copy - Copy_C3_018           C3  0.153832
                        C1-2_file_1_390_(2013_06_11-05_15_32)_BSWMUW29297 - Copy_C3_131           C3  0.211927
          C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy - Copy - Copy_C2_026           C2  0.101587
          C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy - Copy - Copy_C3_051           C3  0.259274
                 C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy - Copy_C5_015           C5  0.658639
                 C1-2_file_1_493_(2013_06_11-08_15_50)_BSWMUW29297 - Copy - Copy_C3_038           C3  0.073968
                        C1-2_file_1_493_(2013_06_11-08_15_50)_BSWMUW29297 - Copy_C2_024           C2  0.071020
                        C1-2_file_1_175_(2013_06_10-15_24_19)_BSWMUW29297 - Copy_C3_030           C3  0.161995
          C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy - Copy - Copy_C3_050           C3  0.166440
                 C1-2_file_1_475_(2013_06_11-07_41_04)_BSWMUW29297 - Copy - Copy_C3_006           C3  0.239819
                 C1-2_file_1_601_(2013_06_11-12_48_44)_BSWMUW29297 - Copy - Copy_C6_016           C6  0.514376
                 C1-2_file_1_390_(2013_06_11-05_15_32)_BSWMUW29297 - Copy - Copy_C5_140           C5  0.409977
          C1-2_file_1_660_(2013_06_11-17_06_37)_BSWMUW29297 - Copy - Copy - Copy_C3_021           C3  0.100408
          C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy - Copy - Copy_C2_135           C2  0.113016
         C1-2_file_1_390_(2013_06_11-05_15_32)_BSWMUW29297 - Copy - Copy - Copy_GWS_132          GWS  0.092925
                        C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy_C3_020           C3  0.130612
                 C1-2_file_1_650_(2013_06_11-16_32_18)_BSWMUW29297 - Copy - Copy_C2_015           C2  0.092880
                 C1-2_file_1_396_(2013_06_11-05_26_21)_BSWMUW29297 - Copy - Copy_C2_019           C2  0.118050
                        C1-2_file_1_403_(2013_06_11-05_35_00)_BSWMUW29297 - Copy_C5_004           C5  0.776009
                       C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy_GWS_015          GWS  0.092880
         C1-2_file_1_390_(2013_06_11-05_15_32)_BSWMUW29297 - Copy - Copy - Copy_GWS_061          GWS  0.110295
          C1-2_file_1_601_(2013_06_11-12_48_44)_BSWMUW29297 - Copy - Copy - Copy_C2_003           C2  0.106032
               C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy - Copy_GWHS_040         GWHS  0.197778
          C1-2_file_1_493_(2013_06_11-08_15_50)_BSWMUW29297 - Copy - Copy - Copy_C3_046           C3  0.159592
        C1-2_file_1_473_(2013_06_11-07_28_13)_BSWMUW29297 - Copy - Copy - Copy_GWHS_015         GWHS  0.182902
          C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy - Copy - Copy_C3_046           C3  0.141361
                        C1-2_file_1_493_(2013_06_11-08_15_50)_BSWMUW29297 - Copy_C3_032           C3  0.067710
          C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy - Copy - Copy_C2_031           C2  0.075918
        C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy - Copy - Copy_GWHM_039         GWHM  0.371383
          C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy - Copy - Copy_C5_082           C5  0.248798
                 C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy - Copy_C2_028           C2  0.114059
                        C1-2_file_1_650_(2013_06_11-16_32_18)_BSWMUW29297 - Copy_C3_037           C3  0.154240
                 C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy - Copy_C2_053           C2  0.100771
                 C1-2_file_1_396_(2013_06_11-05_26_21)_BSWMUW29297 - Copy - Copy_C3_023           C3  0.165306
          C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy - Copy - Copy_C3_085           C3  0.252063
                     C1-2_file_1_1127_(2013_06_12-17_24_08)_BSWMUW29297 - Copy_HTC2_061         HTC2  0.742993
                      C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy_GWHM_039         GWHM  0.371383
                        C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy_C4_066           C4  0.283900
                       C1-2_file_1_578_(2013_06_11-11_04_56)_BSWMUW29297 - Copy_GW2_004          GW2  0.490567
          C1-2_file_1_393_(2013_06_11-05_23_53)_BSWMUW29297 - Copy - Copy - Copy_C3_012           C3  0.153379
                 C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy - Copy_C4_039           C4  0.534059
         C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy - Copy - Copy_GW2_019          GW2  0.388889
C1-2_file_1_578_(2013_06_11-11_04_56)_BSWMUW29297 - Copy - Copy - Copy_unidentified_012 unidentified  0.669433
                 C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy - Copy_C4_081           C4  0.136599
          C1-2_file_1_145_(2013_06_10-13_53_53)_BSWMUW29297 - Copy - Copy - Copy_C3_002           C3  0.080272
                        C1-2_file_1_888_(2013_06_12-08_04_38)_BSWMUW29297 - Copy_C4_005           C4  0.150930
                 C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy - Copy_C3_045           C3  0.229070
                        C1-2_file_1_390_(2013_06_11-05_15_32)_BSWMUW29297 - Copy_C5_160           C5  0.425578
          C1-2_file_1_475_(2013_06_11-07_41_04)_BSWMUW29297 - Copy - Copy - Copy_C3_006           C3  0.239819
               C1-2_file_1_473_(2013_06_11-07_28_13)_BSWMUW29297 - Copy - Copy_GWHS_015         GWHS  0.182902
                        C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy_C5_050           C5  0.355828
                 C1-2_file_1_601_(2013_06_11-12_48_44)_BSWMUW29297 - Copy - Copy_C4_013           C4  0.253968
                      C1-2_file_1_390_(2013_06_11-05_15_32)_BSWMUW29297 - Copy_GWHS_059         GWHS  0.236689
                        C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy_C5_015           C5  0.658639
                        C1-2_file_1_390_(2013_06_11-05_15_32)_BSWMUW29297 - Copy_C5_140           C5  0.409977
                 C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy - Copy_C5_060           C5  0.190794
       C1-2_file_1_634_(2013_06_11-15_36_01)_BSWMUW29297 - Copy - Copy_unidentified_001 unidentified  0.269841
                        C1-2_file_1_145_(2013_06_10-13_53_53)_BSWMUW29297 - Copy_C3_004           C3  0.235102
                       C1-2_file_1_601_(2013_06_11-12_48_44)_BSWMUW29297 - Copy_GWS_018          GWS  0.238005
                 C1-2_file_1_650_(2013_06_11-16_32_18)_BSWMUW29297 - Copy - Copy_C4_024           C4  0.301859
                       C1-2_file_1_390_(2013_06_11-05_15_32)_BSWMUW29297 - Copy_GWS_042          GWS  0.162540
                C1-2_file_1_392_(2013_06_11-05_21_45)_BSWMUW29297 - Copy - Copy_GWS_075          GWS  0.077823
          C1-2_file_1_650_(2013_06_11-16_32_18)_BSWMUW29297 - Copy - Copy - Copy_C2_033           C2  0.067891
                 C1-2_file_1_722_(2013_06_11-19_35_04)_BSWMUW29297 - Copy - Copy_C4_010           C4  0.232200
                        C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy_C2_028           C2  0.114059
                       C1-2_file_1_393_(2013_06_11-05_23_53)_BSWMUW29297 - Copy_GWS_022          GWS  0.114830
                 C1-2_file_1_493_(2013_06_11-08_15_50)_BSWMUW29297 - Copy - Copy_C3_022           C3  0.175102
                 C1-2_file_1_660_(2013_06_11-17_06_37)_BSWMUW29297 - Copy - Copy_C3_009           C3  0.259501
                        C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy_C2_053           C2  0.100771
                 C1-2_file_1_432_(2013_06_11-06_12_51)_BSWMUW29297 - Copy - Copy_C4_007           C4  0.326576
                 C1-2_file_1_650_(2013_06_11-16_32_18)_BSWMUW29297 - Copy - Copy_C4_008           C4  0.182041
